temperature,volume,error
54,23815.891191866664,1.606568439021855
55,23833.670205899998,1.4486378580166948
56,23838.2307204,1.3592435084033783
57,23837.294579033336,1.171142047905466
58,23845.8322824,1.2816020230586855
59,23832.697361,1.358324197365484
60,23849.408423366665,1.318724560115616
61,23837.75555826667,1.407157746620218
62,23841.349763233335,1.115914320709244
63,23849.6896478,1.3633054723343487
64,23833.1458592,1.7621053484523597
65,23845.0562365,1.4983869184796135
66,23846.477520399996,1.5874487415769012
67,23853.960084966668,1.2972508358416703
68,23860.991164533334,1.4710508260225879
69,23851.9959763,1.2715473175619618
70,23856.412084733332,1.4420433439923714
71,23852.945360533333,1.2477292852860313
72,23852.138140033334,1.3899271991900475
73,23870.371273833334,1.3114503774046906
74,23864.768377666667,1.2708743341235489
75,23864.967652766663,1.26908693955796
76,23859.827240966664,1.4296696777284068
77,23867.926040600003,1.7268328217294049
78,23862.810333666668,1.4585688483917492
79,23868.24372343333,1.6342146211506288
80,23863.20732566667,1.8004102486588158
81,23876.8238221,1.2925486298653728
82,23875.182955166667,1.4824580263306388
83,23865.449171066666,1.963768780619224
84,23866.79088393333,1.748486886072092
85,23870.274803833334,1.6222067632950004
86,23878.4077251,1.7244849333385592
87,23885.306033,1.4434933549618232
88,23890.644357333334,1.4549292111545342
89,23869.6910131,2.0944627482760363
90,23876.511581433337,2.266884242973176
91,23886.121724966666,2.014900163626832
92,23879.408364366664,2.2560871000838807
93,23880.107091600003,1.659075463739286
94,23882.336346333337,1.9629996639688139
95,23898.923376766666,1.4175660234570222
96,23887.59957026667,1.833318371188604
97,23888.44447216667,1.8211935673338548
98,23900.795721133334,1.6135394360348414
99,23896.237772266668,1.8257196023275728
100,23896.274265333333,1.669251865552721
101,23907.02577436667,1.5105863462722633
102,23896.9118419,1.845744986103686
103,23909.379648133337,1.5051896092519526
104,23886.611367133337,2.3483132903150534
105,23900.583790133333,1.4766388612040808
106,23902.3811593,1.6329528767006287
107,23906.038635666668,1.5799043473985779
108,23905.760072266665,1.7892436212226186
109,23907.485729066666,1.6883472434418245
110,23912.6670039,1.919683460830524
111,23913.108770299998,1.8436864850361938
112,23919.8759829,1.289555689743669
113,23908.715100733334,1.8690667926726
114,23913.512573066666,1.9951976083337002
115,23906.9106976,2.1476363587323224
116,23918.45824573333,1.5238914101203689
117,23915.905757800003,2.187269204985242
118,23925.143766066663,1.267994842019913
119,23929.16696363333,1.68868516117613
120,23920.391298299997,2.2344732575791486
121,23928.388592633335,2.068412880802301
122,23924.23266323333,1.9798380225773042
123,23946.894220866667,2.2928438880631914
124,23922.344263900002,1.9652548132676644
125,23927.759988466667,2.0578965805486997
126,23923.054552833335,2.038410985343594
127,23948.56660303333,1.9778376074819437
128,23921.85750206667,2.210379103000932
129,23943.7869409,2.120189734753459
130,23938.699075233337,1.929840232493806
131,23942.754616733335,2.1233174522901392
132,23954.7462839,2.590084376274925
133,23943.43630466667,2.1545487357154847
134,23934.995948699998,2.3609041447536496
135,23948.002070033333,2.2552243279687385
136,23941.602720766663,2.0952510022693898
137,23951.705319666667,1.8286112039812186
138,23950.379862799997,2.0315777005587066
139,23946.866066866667,2.2656396110668138
140,23941.594751599998,2.3511426418644095
141,23951.082006633333,2.724350370072847
142,23972.641493733336,2.5585805390074827
143,23958.74199936667,1.9949434251118727
144,23958.496451833333,2.4507511851054806
145,23961.429597766666,2.352732030177697
146,23968.799588433336,2.6370080560452034
147,23959.236062666667,2.2990283106752476
148,23963.282444166667,2.4334379469621314
149,23973.992407100002,2.656966746770638
150,23959.749893633332,2.4445775540207118
151,23968.049531333334,2.5884086701354896
152,23968.310706799995,2.4279479430757056
153,23968.196050266666,2.3477302364436907
154,23972.89107786667,1.9875692077477545
155,23968.228177733334,2.2955716650127633
156,23972.545035533334,2.8503916554966366
157,23973.257790866668,2.401905348048551
158,23973.191882733332,2.308012596754396
159,23972.769463933328,2.702855869257722
160,23978.783529733333,2.4455269918898406
161,23983.97725236667,2.8707962504389783
162,23994.1775704,2.5240719865307
163,23985.075152433332,2.107197294111988
164,23984.130672066673,2.4438689490758367
165,23985.058442999998,2.897474624450136
166,23998.862996066662,2.69942215861931
167,23988.466407166663,2.7192423693133834
168,24000.790424566665,2.8296107596456115
169,23995.508970766667,2.7185100742959665
170,24023.200074733333,2.525932255927377
171,23993.521048466668,3.0213414716146154
172,24008.6626395,2.7007630779650014
173,24000.077871666665,2.0726226312311447
174,23996.054606133333,2.547012565740199
175,23994.976977833336,2.8782870634991844
176,23998.832181066668,2.9119909863857716
177,24015.0313311,2.6376278790529812
178,24003.12321223333,2.9388865607171337
179,24008.796360000004,2.432443812079156
180,23997.35329006667,2.686855663596497
181,24006.753057,2.7461156032243563
182,24006.506971799998,2.4462660417505777
183,23999.34966363333,2.5747253814566915
184,24017.704543966665,3.0470115554874098
185,24008.257053166664,3.267496820586186
186,24007.112588866672,3.167399211103802
187,24013.4191723,2.940936349714656
188,24012.966146199997,3.199188527915496
189,24016.693128466664,3.4283072172466382
190,24020.244007033332,2.9583667335972295
191,24050.3735517,4.862514876086006
192,24036.063445233332,3.2108821299827652
193,24020.770276,3.179294367575651
194,24023.06572306667,2.4836343221611648
195,24021.65777356667,2.3054098799785328
196,24022.543971299998,3.3404261945417235
197,24020.854720533334,2.4613425410170624
198,24039.932757566665,2.525128121920605
199,24027.563166733333,3.0803002558024777
200,24028.6571881,2.7781067978757528
201,24026.96607746667,2.5876322252285857
202,24033.2387131,3.1537628472311945
203,24036.757405133336,3.142476252718304
204,24033.031913266666,3.709487171617341
205,24040.5045569,3.1385198345758534
206,24038.729091166668,3.141953939505986
207,24037.174306333334,3.171686870009526
208,24033.7535245,3.407448084444542
209,24042.75186466667,3.3527737232378323
210,24040.25246123333,3.2214103161813474
211,24043.749775633336,3.1736580626389514
212,24043.462881599997,3.145791873100662
213,24046.478498533328,3.1161419114270488
214,24052.917705833333,3.808507253730923
215,24051.05452036667,3.609991862259771
216,24048.164877833333,3.1421574434925574
217,24051.927677166666,3.275008437162532
218,24052.6431754,3.2432995077815723
219,24053.690632033333,3.8489256620938743
220,24056.266802766666,3.095984255873866
221,24059.056387533332,3.167254572218696
222,24053.759588,3.2172022859577782
223,24057.6715898,3.3162051285564877
224,24074.3192534,3.740296715926997
225,24075.626919233335,2.907156928628571
226,24057.0579592,3.251778816272352
227,24064.83436496667,3.344727864847277
228,24066.515134199995,3.667745195003625
229,24082.8905411,4.293052503448806
230,24086.4170519,3.549646203975751
231,24067.3435609,3.6769575207733545
232,24071.43983473333,3.233630371522349
233,24073.3557451,3.4661908679259925
234,24072.462363900002,3.532513492192544
235,24077.4633486,3.5946035962648337
236,24086.334027066667,2.8256543297550727
237,24077.319111733334,3.6314689344822435
238,24096.725809233336,3.807677085805223
239,24082.858954233332,3.434054367312775
240,24073.4056106,3.6776213982077834
241,24080.669205399998,3.589806377213052
242,24088.292044733334,2.893433019043794
243,24083.7719836,3.2457428895996556
244,24084.989090000003,3.5295541413146205
245,24088.14200666667,3.503419740734279
246,24088.9315103,3.632096052320663
247,24093.587418000003,3.3728268925973124
248,24105.59309636667,3.395923872035486
249,24097.504966233337,3.81168139709573
250,24095.1135623,3.5914190686814695
251,24099.67858056667,3.926391306555113
252,24097.213660533336,3.9740151326179856
253,24098.147503900003,3.1047670771486184
254,24098.521806366665,4.518521184024243
255,24102.991993633335,4.28056141519369
256,24082.410459266666,4.83613551421875
257,24114.294258699996,3.270577375352191
258,24104.9921355,3.7811097316735753
259,24102.34831646667,3.724780614531819
260,24108.2620728,3.590504307362906
261,24108.123476866665,2.9218164600963656
262,24109.091635166667,3.856823120520122
263,24113.84847473333,4.355540298049382
264,24111.125523200004,3.654071919690553
265,24111.977936033334,3.70541338371191
266,24119.200327833332,4.194678283186955
267,24122.327676266665,4.139196918057172
268,24120.789237,4.556837689311889
269,24119.677072433333,4.005411420606283
270,24124.29699276667,4.221444813592178
271,24124.470429966663,4.31840384611498
272,24129.750823066668,4.466690086344729
273,24127.9124125,3.736774959663899
274,24124.962802433336,4.544295707983656
275,24128.257604266666,4.317912110282358
276,24131.8839747,4.018112166539749
277,24123.9127103,3.1324154892643903
278,24110.05919476667,4.944291896187382
279,24132.458349200002,4.325652359480162
280,24132.1148479,4.322919542454435
281,24131.3088378,4.454511532333468
282,24137.113588933335,2.226369399699844
283,24140.088893666663,3.96780887853634
284,24157.625770466668,4.906033935862149
285,24136.612967066667,4.982414886799466
286,24142.263094600003,3.490746800205962
287,24141.581890466667,3.88493557907743
288,24147.6735564,3.26324652403173
289,24142.868898866665,3.8727396234087568
290,24150.116534133336,3.839555475057825
291,24147.279798766664,3.850465304954371
292,24147.972747933338,4.390412300758713
293,24146.371492799997,3.886876549235365
294,24161.781402766665,3.6610678140410458
295,24153.227295400004,4.535942220673723
296,24148.654770233334,4.675252426269808
297,24151.247929633337,4.76894384214834
298,24149.660258366664,4.392678055582808
299,24075.988887266663,4.175848056867114
300,24166.304412200003,5.300577002030272
