temperature,S
271,0.009990690037727323
272,0.009992215185875647
273,0.009993651262966693
274,0.009994616843499603
275,0.009995657062751444
276,0.009996650874937018
277,0.009997605775613263
278,0.009999059933694241
279,0.01000049186399965
280,0.010003289885756756
281,0.010006113417745073
282,0.010007075753426697
283,0.010008087249763358
284,0.010011832050324977
285,0.010016702949091832
286,0.01001880864192181
287,0.010019720459824532
288,0.01002065373288893
289,0.010021570559738452
290,0.010022447339678343
291,0.010023321771277906
292,0.010024243770591319
293,0.01002608332151502
294,0.010027881293944538
295,0.010028789647135243
296,0.010029746478325594
297,0.010030676365743483
298,0.010031561184560146
299,0.01003244916750323
300,0.010033685121867308
